SUBJECT;LABEL;HDRFDST
117122;Amygdala;15.684387141358123
117122;GreyMatter;1.7320508075688772
117122;Hippocampus;13.601470508735444
117122;Thalamus;8.06225774829855
117122;WhiteMatter;3.0
117122-PP;Amygdala;15.684387141358123
117122-PP;GreyMatter;1.7320508075688772
117122-PP;Hippocampus;13.601470508735444
117122-PP;Thalamus;8.06225774829855
117122-PP;WhiteMatter;3.0
118528;Amygdala;14.866068747318506
118528;GreyMatter;2.0
118528;Hippocampus;16.401219466856727
118528;Thalamus;10.63014581273465
118528;WhiteMatter;3.0
118528-PP;Amygdala;14.866068747318506
118528-PP;GreyMatter;2.0
118528-PP;Hippocampus;16.401219466856727
118528-PP;Thalamus;10.63014581273465
118528-PP;WhiteMatter;3.0
118730;Amygdala;12.328828005937952
118730;GreyMatter;2.0
118730;Hippocampus;11.874342087037917
118730;Thalamus;9.219544457292887
118730;WhiteMatter;3.0
118730-PP;Amygdala;12.328828005937952
118730-PP;GreyMatter;2.0
118730-PP;Hippocampus;11.874342087037917
118730-PP;Thalamus;9.219544457292887
118730-PP;WhiteMatter;3.0
118932;Amygdala;14.594519519326424
118932;GreyMatter;2.0
118932;Hippocampus;13.19090595827292
118932;Thalamus;9.1104335791443
118932;WhiteMatter;3.1622776601683795
118932-PP;Amygdala;14.594519519326424
118932-PP;GreyMatter;2.0
118932-PP;Hippocampus;13.19090595827292
118932-PP;Thalamus;9.1104335791443
118932-PP;WhiteMatter;3.1622776601683795
120111;Amygdala;14.352700094407323
120111;GreyMatter;2.0
120111;Hippocampus;13.416407864998739
120111;Thalamus;8.0
120111;WhiteMatter;2.8284271247461903
120111-PP;Amygdala;14.352700094407323
120111-PP;GreyMatter;2.0
120111-PP;Hippocampus;13.416407864998739
120111-PP;Thalamus;8.0
120111-PP;WhiteMatter;2.8284271247461903
122317;Amygdala;15.652475842498529
122317;GreyMatter;1.4142135623730951
122317;Hippocampus;15.684387141358123
122317;Thalamus;9.433981132056603
122317;WhiteMatter;3.605551275463989
122317-PP;Amygdala;15.652475842498529
122317-PP;GreyMatter;1.4142135623730951
122317-PP;Hippocampus;15.684387141358123
122317-PP;Thalamus;9.433981132056603
122317-PP;WhiteMatter;3.605551275463989
122620;Amygdala;13.152946437965905
122620;GreyMatter;3.0
122620;Hippocampus;13.038404810405298
122620;Thalamus;9.433981132056603
122620;WhiteMatter;3.605551275463989
122620-PP;Amygdala;13.152946437965905
122620-PP;GreyMatter;3.0
122620-PP;Hippocampus;13.038404810405298
122620-PP;Thalamus;9.433981132056603
122620-PP;WhiteMatter;3.605551275463989
123117;Amygdala;12.529964086141668
123117;GreyMatter;3.0
123117;Hippocampus;17.97220075561143
123117;Thalamus;17.0
123117;WhiteMatter;3.1622776601683795
123117-PP;Amygdala;12.529964086141668
123117-PP;GreyMatter;3.0
123117-PP;Hippocampus;17.97220075561143
123117-PP;Thalamus;17.0
123117-PP;WhiteMatter;3.1622776601683795
123925;Amygdala;14.966629547095765
123925;GreyMatter;2.0
123925;Hippocampus;13.784048752090222
123925;Thalamus;11.789826122551595
123925;WhiteMatter;3.0
123925-PP;Amygdala;14.966629547095765
123925-PP;GreyMatter;2.0
123925-PP;Hippocampus;13.784048752090222
123925-PP;Thalamus;11.789826122551595
123925-PP;WhiteMatter;3.0
124422;Amygdala;13.076696830622021
124422;GreyMatter;2.0
124422;Hippocampus;12.767145334803704
124422;Thalamus;11.090536506409418
124422;WhiteMatter;3.0
124422-PP;Amygdala;13.076696830622021
124422-PP;GreyMatter;2.0
124422-PP;Hippocampus;12.767145334803704
124422-PP;Thalamus;11.090536506409418
124422-PP;WhiteMatter;3.0
