SUBJECT;LABEL;HDRFDST
117122;Amygdala;17.72004514666935
117122;GreyMatter;3.605551275463989
117122;Hippocampus;9.848857801796104
117122;Thalamus;8.602325267042627
117122;WhiteMatter;4.898979485566356
117122-PP;Amygdala;17.72004514666935
117122-PP;GreyMatter;3.605551275463989
117122-PP;Hippocampus;9.848857801796104
117122-PP;Thalamus;8.602325267042627
117122-PP;WhiteMatter;4.898979485566356
118528;Amygdala;13.038404810405298
118528;GreyMatter;4.58257569495584
118528;Hippocampus;13.341664064126334
118528;Thalamus;9.9498743710662
118528;WhiteMatter;3.7416573867739413
118528-PP;Amygdala;13.038404810405298
118528-PP;GreyMatter;4.58257569495584
118528-PP;Hippocampus;13.341664064126334
118528-PP;Thalamus;9.9498743710662
118528-PP;WhiteMatter;3.7416573867739413
118730;Amygdala;14.142135623730951
118730;GreyMatter;4.242640687119285
118730;Hippocampus;10.63014581273465
118730;Thalamus;8.06225774829855
118730;WhiteMatter;3.605551275463989
118730-PP;Amygdala;14.142135623730951
118730-PP;GreyMatter;4.242640687119285
118730-PP;Hippocampus;10.63014581273465
118730-PP;Thalamus;8.06225774829855
118730-PP;WhiteMatter;3.605551275463989
118932;Amygdala;14.866068747318506
118932;GreyMatter;3.7416573867739413
118932;Hippocampus;11.357816691600547
118932;Thalamus;8.774964387392123
118932;WhiteMatter;5.0
118932-PP;Amygdala;14.866068747318506
118932-PP;GreyMatter;3.7416573867739413
118932-PP;Hippocampus;11.357816691600547
118932-PP;Thalamus;8.774964387392123
118932-PP;WhiteMatter;5.0
120111;Amygdala;11.704699910719626
120111;GreyMatter;4.123105625617661
120111;Hippocampus;11.40175425099138
120111;Thalamus;6.4031242374328485
120111;WhiteMatter;4.242640687119285
120111-PP;Amygdala;11.704699910719626
120111-PP;GreyMatter;4.123105625617661
120111-PP;Hippocampus;11.40175425099138
120111-PP;Thalamus;6.4031242374328485
120111-PP;WhiteMatter;4.242640687119285
122317;Amygdala;14.212670403551895
122317;GreyMatter;3.4641016151377544
122317;Hippocampus;12.24744871391589
122317;Thalamus;9.643650760992955
122317;WhiteMatter;4.0
122317-PP;Amygdala;14.212670403551895
122317-PP;GreyMatter;3.4641016151377544
122317-PP;Hippocampus;12.24744871391589
122317-PP;Thalamus;9.643650760992955
122317-PP;WhiteMatter;4.0
122620;Amygdala;12.083045973594572
122620;GreyMatter;4.123105625617661
122620;Hippocampus;10.677078252031311
122620;Thalamus;9.0
122620;WhiteMatter;4.0
122620-PP;Amygdala;12.083045973594572
122620-PP;GreyMatter;4.123105625617661
122620-PP;Hippocampus;10.677078252031311
122620-PP;Thalamus;9.0
122620-PP;WhiteMatter;4.0
123117;Amygdala;14.866068747318506
123117;GreyMatter;5.196152422706632
123117;Hippocampus;16.0312195418814
123117;Thalamus;17.029386365926403
123117;WhiteMatter;7.280109889280518
123117-PP;Amygdala;14.866068747318506
123117-PP;GreyMatter;5.196152422706632
123117-PP;Hippocampus;16.0312195418814
123117-PP;Thalamus;17.029386365926403
123117-PP;WhiteMatter;7.280109889280518
123925;Amygdala;10.677078252031311
123925;GreyMatter;4.123105625617661
123925;Hippocampus;12.884098726725126
123925;Thalamus;11.045361017187261
123925;WhiteMatter;3.7416573867739413
123925-PP;Amygdala;10.677078252031311
123925-PP;GreyMatter;4.123105625617661
123925-PP;Hippocampus;12.884098726725126
123925-PP;Thalamus;11.045361017187261
123925-PP;WhiteMatter;3.7416573867739413
124422;Amygdala;11.916375287812984
124422;GreyMatter;3.7416573867739413
124422;Hippocampus;10.63014581273465
124422;Thalamus;16.61324772583615
124422;WhiteMatter;4.0
124422-PP;Amygdala;11.916375287812984
124422-PP;GreyMatter;3.7416573867739413
124422-PP;Hippocampus;10.63014581273465
124422-PP;Thalamus;16.61324772583615
124422-PP;WhiteMatter;4.0
