SUBJECT;LABEL;HDRFDST
117122;Amygdala;16.492422502470642
117122;GreyMatter;2.23606797749979
117122;Hippocampus;16.30950643030009
117122;Thalamus;8.48528137423857
117122;WhiteMatter;3.7416573867739413
117122-PP;Amygdala;16.492422502470642
117122-PP;GreyMatter;2.23606797749979
117122-PP;Hippocampus;16.30950643030009
117122-PP;Thalamus;8.48528137423857
117122-PP;WhiteMatter;3.7416573867739413
118528;Amygdala;14.798648586948742
118528;GreyMatter;3.0
118528;Hippocampus;13.784048752090222
118528;Thalamus;9.0
118528;WhiteMatter;4.123105625617661
118528-PP;Amygdala;14.798648586948742
118528-PP;GreyMatter;3.0
118528-PP;Hippocampus;13.784048752090222
118528-PP;Thalamus;9.0
118528-PP;WhiteMatter;4.123105625617661
118730;Amygdala;11.874342087037917
118730;GreyMatter;2.8284271247461903
118730;Hippocampus;12.68857754044952
118730;Thalamus;9.16515138991168
118730;WhiteMatter;4.123105625617661
118730-PP;Amygdala;11.874342087037917
118730-PP;GreyMatter;2.8284271247461903
118730-PP;Hippocampus;12.68857754044952
118730-PP;Thalamus;9.16515138991168
118730-PP;WhiteMatter;4.123105625617661
118932;Amygdala;13.601470508735444
118932;GreyMatter;3.1622776601683795
118932;Hippocampus;13.892443989449804
118932;Thalamus;7.874007874011811
118932;WhiteMatter;4.123105625617661
118932-PP;Amygdala;13.601470508735444
118932-PP;GreyMatter;3.1622776601683795
118932-PP;Hippocampus;13.892443989449804
118932-PP;Thalamus;7.874007874011811
118932-PP;WhiteMatter;4.123105625617661
120111;Amygdala;13.490737563232042
120111;GreyMatter;2.23606797749979
120111;Hippocampus;13.490737563232042
120111;Thalamus;7.54983443527075
120111;WhiteMatter;3.4641016151377544
120111-PP;Amygdala;13.490737563232042
120111-PP;GreyMatter;2.23606797749979
120111-PP;Hippocampus;13.490737563232042
120111-PP;Thalamus;7.54983443527075
120111-PP;WhiteMatter;3.4641016151377544
122317;Amygdala;15.165750888103101
122317;GreyMatter;2.23606797749979
122317;Hippocampus;14.45683229480096
122317;Thalamus;10.198039027185569
122317;WhiteMatter;4.47213595499958
122317-PP;Amygdala;15.165750888103101
122317-PP;GreyMatter;2.23606797749979
122317-PP;Hippocampus;14.45683229480096
122317-PP;Thalamus;10.198039027185569
122317-PP;WhiteMatter;4.47213595499958
122620;Amygdala;12.36931687685298
122620;GreyMatter;3.3166247903554
122620;Hippocampus;13.341664064126334
122620;Thalamus;9.695359714832659
122620;WhiteMatter;4.358898943540674
122620-PP;Amygdala;12.36931687685298
122620-PP;GreyMatter;3.3166247903554
122620-PP;Hippocampus;13.341664064126334
122620-PP;Thalamus;9.695359714832659
122620-PP;WhiteMatter;4.358898943540674
123117;Amygdala;13.92838827718412
123117;GreyMatter;4.58257569495584
123117;Hippocampus;19.748417658131498
123117;Thalamus;16.1245154965971
123117;WhiteMatter;4.242640687119285
123117-PP;Amygdala;13.92838827718412
123117-PP;GreyMatter;4.58257569495584
123117-PP;Hippocampus;19.748417658131498
123117-PP;Thalamus;16.1245154965971
123117-PP;WhiteMatter;4.242640687119285
123925;Amygdala;14.177446878757825
123925;GreyMatter;2.8284271247461903
123925;Hippocampus;13.638181696985855
123925;Thalamus;10.246950765959598
123925;WhiteMatter;3.7416573867739413
123925-PP;Amygdala;14.177446878757825
123925-PP;GreyMatter;2.8284271247461903
123925-PP;Hippocampus;13.638181696985855
123925-PP;Thalamus;10.246950765959598
123925-PP;WhiteMatter;3.7416573867739413
124422;Amygdala;13.601470508735444
124422;GreyMatter;2.23606797749979
124422;Hippocampus;14.035668847618199
124422;Thalamus;8.48528137423857
124422;WhiteMatter;3.605551275463989
124422-PP;Amygdala;13.601470508735444
124422-PP;GreyMatter;2.23606797749979
124422-PP;Hippocampus;14.035668847618199
124422-PP;Thalamus;8.48528137423857
124422-PP;WhiteMatter;3.605551275463989
